cohort,sample_id,familiarity_score_0_to_100,familiarity_bin,interface_distogram_nll,interface_expected_distance_mae_angstrom,token_contact_average_precision_at_6a,token_contact_auroc_at_6a,physical_pocket_precision_at_6a,physical_pocket_recall_at_6a,physical_pocket_f1_at_6a,entropy_crop_pl
discovery_100,7pj9__1__1.A__1.C__1.C,93.2814269535674,80-100,1.338704908866899,0.2647523240025213,0.9460819322172056,0.9990358735387458,1.0,0.5555555555555556,0.7142857142857143,0.28747275471687317
discovery_100,7q90__1__1.A__1.D__1.D,56.4679561128366,50-60,2.95985736264423,0.8889803098923639,0.8089372001586458,0.9963838874090769,0.9285714285714286,0.6190476190476191,0.742857142857143,0.47412431240081787
discovery_100,7qa3__1__1.A__1.C__1.C,64.15259581141365,60-70,2.361793350994016,0.7354209434262525,0.7835503539771801,0.9948030570252793,1.0,0.42424242424242425,0.5957446808510638,0.44522902369499207
discovery_100,7qea__1__1.A__1.C__1.C,21.7760301201574,20-30,4.15617882338809,3.1069251609184163,0.2265844053924136,0.982733333570464,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.7211978435516357
discovery_100,7qfe__1__1.A__1.D__1.D,67.66436587084092,60-70,6.775399126642305,4.172210721377373,0.04479136604239314,0.803854984207152,0.35714285714285715,0.21739130434782608,0.27027027027027023,0.4717645049095154
discovery_100,7qhe__1__1.A__1.I__1.I,38.06184061926459,30-40,2.752487926648213,1.5698765711703746,0.7359264101268007,0.996492796013433,1.0,0.15384615384615385,0.2666666666666667,0.6820539832115173
discovery_100,7qrc__1__1.A__1.D__1.D,57.53019327632468,50-60,2.1951442555226266,0.4871574318908914,0.9425038964317591,0.996845694799659,1.0,0.9285714285714286,0.962962962962963,0.31847718358039856
discovery_100,7qty__1__1.A__1.C__1.C,40.18326553331253,40-50,6.86668040611143,8.085524911778716,0.018013533375484232,0.67157258679021,0.0,0.0,0.0,0.8422154784202576
discovery_100,7rdp__1__1.A__1.B__1.B,94.57552857778472,80-100,0.9294920246468312,0.3223543344840263,0.9597362972649015,0.9995362856480408,1.0,0.4166666666666667,0.5882352941176471,0.2775648236274719
discovery_100,7rl2__1__1.A__1.C__1.C,99.98695538742498,80-100,2.846789477662806,1.3559581036104276,0.7121800549911341,0.9965385657656749,1.0,0.23333333333333334,0.37837837837837834,0.7158858776092529
discovery_100,7s1d__1__1.A__1.C__1.C,47.213859468494064,40-50,4.483537122016497,1.8755710479293035,0.41243312366037815,0.988114707552527,0.8571428571428571,0.375,0.5217391304347825,0.4945680797100067
discovery_100,7s7x__1__1.A__1.D__1.D,32.87637335744811,30-40,3.9857972203616048,2.458022579756714,0.21748007618256163,0.972137932458096,1.0,0.29411764705882354,0.45454545454545453,0.6999697685241699
discovery_100,7s84__1__1.A__1.B__1.B,34.30157076872849,30-40,7.307602684946915,4.283713266625983,0.08873765069148266,0.8669951573029903,0.5333333333333333,0.26666666666666666,0.3555555555555555,0.40761440992355347
discovery_100,7slz__1__1.A__1.B__1.B,31.4705419192446,30-40,4.640734620049,2.31641543444765,0.22021491384530933,0.9568886935777513,0.9,0.4090909090909091,0.5625000000000001,0.5302125811576843
discovery_100,7sok__1__1.A__1.E__1.E,78.99989586581913,70-80,1.3672450683176276,0.25779966858745434,0.9895187981586152,0.9997964595472507,1.0,0.574468085106383,0.7297297297297298,0.273690789937973
discovery_100,7sqm__1__1.A__1.B__1.B,49.89875522305084,40-50,1.920404381355439,0.35341071233643556,0.9654289482226066,0.9995616012983636,1.0,0.5357142857142857,0.6976744186046512,0.3275667726993561
discovery_100,7szr__1__1.A__1.G__1.G,64.90484472794725,60-70,1.8178089353310785,0.4677900461416877,0.9069293908099547,0.9980549493847366,0.95,0.59375,0.7307692307692308,0.35831356048583984
discovery_100,7t39__1__1.A__1.B__1.B,51.91600553177921,50-60,2.5242643175542585,0.9700821944232513,0.8772334688646787,0.998881937753411,1.0,0.5625,0.72,0.5102778673171997
discovery_100,7tuo__1__1.A__1.B__1.B,17.82714468821226,0-20,7.489286347539296,4.90795518425515,0.06142715762653377,0.8867112864461031,0.6363636363636364,0.25,0.358974358974359,0.6084636449813843
discovery_100,7txk__1__1.A__1.C__1.C,23.67298335922198,20-30,3.785581330637282,2.106129532461724,0.3476442776255916,0.9788734337914666,0.8333333333333334,0.23809523809523808,0.37037037037037035,0.6254541277885437
discovery_100,7u4o__1__1.A__1.G__1.G,92.30702291329828,80-100,1.7587206641103452,0.39965927774799964,0.9574462349610853,0.9991292693156331,1.0,0.6666666666666666,0.8,0.4610569179058075
discovery_100,7ugl__1__1.A__1.C__1.C,36.57224460958748,30-40,14.70439662896741,8.302720987277851,0.005785280789524999,0.39627427665477605,0.0,0.0,0.0,0.2907421886920929
discovery_100,7ukr__1__1.A__1.C__1.C,78.29051612545,70-80,1.3498202356085498,0.25625304888288913,0.9788858091785531,0.9998916510162579,1.0,0.625,0.7692307692307693,0.2866649627685547
discovery_100,7ut5__1__1.A__1.C__1.C,77.01974652627172,70-80,2.3170218064607075,0.5920052503850031,0.9400680445756902,0.9991127432772432,1.0,0.5,0.6666666666666666,0.4463019371032715
discovery_100,7v18__1__1.A__1.C__1.C,68.52737142251928,60-70,1.2509617292384028,0.1815574568177329,0.9904343328366768,0.9998477939069812,1.0,0.7,0.8235294117647058,0.15980103611946106
discovery_100,7vm7__1__1.A__1.B__1.B,53.9576189599225,50-60,1.941821091508198,0.3773267914500116,0.9555966846624359,0.9992047205397938,1.0,0.48484848484848486,0.653061224489796,0.279952734708786
discovery_100,7vnh__1__1.A__1.C__1.C,48.96306846175998,40-50,3.6446604958399287,2.282166907256077,0.20606712518017184,0.9324200591632624,1.0,0.10344827586206896,0.1875,0.6835196614265442
discovery_100,7w41__1__1.A__1.B__1.B,27.266627439553275,20-30,4.072561160890156,2.835608234878531,0.12537015326602782,0.9619977759512643,1.0,0.025,0.04878048780487806,0.7739675641059875
discovery_100,7w4y__1__1.A__1.E__1.E,55.97358916380904,50-60,1.9913095472443418,0.5031710197605387,0.9328892576489616,0.999579626817097,1.0,0.42857142857142855,0.6,0.3967437446117401
discovery_100,7wc8__1__1.A__1.H__1.H,44.00803736309097,40-50,2.7569529507061366,1.2665927003074393,0.7926625696992258,0.997563013507868,1.0,0.1724137931034483,0.29411764705882354,0.6139358282089233
discovery_100,7wdu__1__1.A__1.C__1.C,20.477044296858008,20-30,7.402145715843986,12.98485507801572,0.03813964480917943,0.9689839282671733,0.0,0.0,0.0,0.5527873635292053
discovery_100,7xi7__1__1.A__1.B__1.B,81.99628832816794,80-100,1.5516327476167577,0.33735631767428875,0.9846529273028645,0.99973957316041,1.0,0.52,0.6842105263157895,0.3340657949447632
discovery_100,7yv4__1__1.A__1.B__1.B,3.1880916468985947,0-20,6.008784499336522,7.611014412716167,0.04793798621399881,0.817618332081142,0.0,0.0,0.0,0.8045493960380554
discovery_100,7yzu__1__1.A__1.B__1.B,39.74658871699404,30-40,2.338365993825405,0.6480688835473559,0.9572675226670545,0.9994330789893721,1.0,0.42857142857142855,0.6,0.48325851559638977
discovery_100,7zfv__1__1.A__1.C__1.C,69.74987027123673,60-70,2.50719741030023,0.6185603857027163,0.8101144949203313,0.9938529993408042,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2859344780445099
discovery_100,7zg9__1__1.A__1.C__1.C,26.58282835310719,20-30,4.188482057589675,3.2750365190439434,0.22901667905936432,0.9731904942078105,1.0,0.10714285714285714,0.19354838709677416,0.7557684779167175
discovery_100,7zi0__1__1.A__1.C__1.C,90.80618578679488,80-100,1.976410013574432,0.4822256254812693,0.9359553476490869,0.9996897795874968,1.0,0.6785714285714286,0.8085106382978724,0.4043906033039093
discovery_100,7zj0__1__1.A__1.C__1.C,67.48350273915364,60-70,1.6144042881591465,0.32682966753731096,0.9906203277709602,0.9999008046704467,1.0,0.5151515151515151,0.6799999999999999,0.26785412430763245
discovery_100,7zp7__1__1.A__1.C__1.C,20.463211188641,20-30,3.251585569819082,1.075204356172697,0.48674583600481414,0.9881259344326233,0.75,0.25,0.375,0.5377275943756104
discovery_100,8aop__1__1.A__1.E__1.E,76.35786482005784,70-80,1.3331735192914642,0.38891152590959416,0.9898962894952114,0.9996840820950804,1.0,0.5833333333333334,0.7368421052631579,0.4150967597961426
discovery_100,8aqf__1__1.A__1.B__1.B,34.50054524205617,30-40,1.9633105809961044,0.42744534987495225,0.932851173057382,0.9988222704216301,1.0,0.5526315789473685,0.711864406779661,0.3480219841003418
discovery_100,8arj__1__1.A__1.B__1.B,51.24605189131861,50-60,1.8064671806307087,0.40391047650533995,0.9502665650928747,0.9991958820151553,1.0,0.5384615384615384,0.7000000000000001,0.36843645572662354
discovery_100,8bt2__1__1.A__1.M__1.M,73.3277423534432,70-80,1.4466350038129017,0.3520004488914224,0.9684873863391137,0.9996134945613163,1.0,0.4444444444444444,0.6153846153846153,0.38596606254577637
discovery_100,8c3u__1__1.A__1.C__1.C,6.568433136082542,0-20,7.777055824348652,8.63798762763225,0.013554314499914137,0.33211744866867865,0.0,0.0,0.0,0.8343512415885925
discovery_100,8c6l__1__1.A__1.C__1.C,73.62039919341622,70-80,1.1173026299854796,0.20861358170455105,0.9922884676123752,0.9998985950341989,1.0,0.5833333333333334,0.7368421052631579,0.33795109391212463
discovery_100,8c6o__1__1.A__1.C__1.C,79.94695281340277,70-80,1.5021438765680992,0.33915945203683234,0.9698538950163493,0.9995969130584516,1.0,0.45714285714285713,0.6274509803921569,0.2677835524082184
discovery_100,8c6s__1__1.A__1.C__1.C,54.69263246581164,50-60,5.492310057951782,3.645569558737421,0.15957609517976704,0.906091005252324,0.875,0.35,0.4999999999999999,0.4889703094959259
discovery_100,8cey__1__1.A__1.D__1.D,49.42766843837874,40-50,6.64123504588317,2.9603583875172075,0.17957075468417497,0.964378384902017,1.0,0.4,0.5714285714285715,0.43503355979919434
discovery_100,8cjg__1__1.A__1.D__1.D,0.0,0-20,5.571149078153376,6.963289123578844,0.008728807281553352,0.703607796268463,0.0,0.0,0.0,0.8939345479011536
discovery_100,8cju__1__1.A__1.B__1.B,45.23262200646084,40-50,2.825843440156593,1.3738766428398084,0.814864847105946,0.9985706996164756,0.8888888888888888,0.25806451612903225,0.39999999999999997,0.596043586730957
discovery_100,8crl__1__1.A__1.C__1.C,71.37311810155991,70-80,2.1290777389095266,0.5256035555705786,0.8768929789637314,0.9985595103504736,1.0,0.5714285714285714,0.7272727272727273,0.46301257610321045
discovery_100,8d6m__1__1.A__1.C__1.C,72.391129679116,70-80,5.132555097532467,5.349583713667714,0.024672965353482526,0.8417741973893252,0.0,0.0,0.0,0.8814098834991455
discovery_100,8dsr__1__1.A__1.C__1.C,36.84325772716839,30-40,4.079845823457404,2.0937802165122945,0.4006936514804917,0.9762232301405618,0.8461538461538461,0.44,0.5789473684210525,0.5405358076095581
discovery_100,8etl__1__1.A__1.C__1.C,9.030047977603942,0-20,3.3124449560502547,1.60247858950291,0.6114702884380963,0.9983890738346741,0.75,0.3333333333333333,0.46153846153846156,0.629289448261261
discovery_100,8f1z__1__1.A__1.B__1.B,42.79611660504549,40-50,2.6534517431353226,0.849048646087805,0.8708651548301479,0.9972174079188735,1.0,0.3939393939393939,0.5652173913043478,0.5171814560890198
discovery_100,8flz__1__1.A__1.K__1.K,68.88068473493088,60-70,1.6571226343192327,0.3785608420006661,0.9817314480221893,0.9998139520515823,1.0,0.5625,0.72,0.32476818561553955
discovery_100,8g3e__1__1.A__1.C__1.C,37.90662341481829,30-40,4.998010983176439,6.429848532588862,0.10015519123861011,0.9621124976338512,0.0,0.0,0.0,0.6917380094528198
discovery_100,8g3s__1__1.A__1.E__1.E,90.7486624872404,80-100,1.109504475838483,0.2025056596517176,0.9935832782957413,0.9999602259704189,1.0,0.7391304347826086,0.85,0.25197651982307434
discovery_100,8g69__1__1.A__1.C__1.C,27.66240425843109,20-30,7.736069022571745,8.895813094822582,0.02202157538949395,0.6925550940884703,0.0,0.0,0.0,0.7859228253364563
discovery_100,8gev__1__1.A__1.B__1.B,40.52692100313553,40-50,2.4220015281547704,0.8608145689863913,0.5960165489348276,0.9900614520901297,1.0,0.26666666666666666,0.4210526315789474,0.4963868260383606
discovery_100,8gfq__1__1.A__1.B__1.B,62.08234724866437,60-70,1.97027266738516,0.5136652415696228,0.9375583500460183,0.999306820258493,1.0,0.5,0.6666666666666666,0.5163929462432861
discovery_100,8gkf__1__1.A__1.J__1.J,34.54159952876428,30-40,3.1346936445305826,1.9244099862850128,0.5819038817523979,0.991070261010566,1.0,0.07692307692307693,0.14285714285714288,0.7182455658912659
discovery_100,8gne__1__1.A__1.E__1.E,88.63434695074483,80-100,6.29221823533158,10.05584858625418,0.010042923831031994,0.79282874617737,0.0,0.0,0.0,0.8884500861167908
discovery_100,8h7r__1__1.A__1.B__1.B,40.04212592708052,40-50,5.875786947247962,3.7647398814764848,0.18639183187754477,0.9000671802983146,0.8181818181818182,0.375,0.5142857142857142,0.5557588338851929
discovery_100,8hul__1__1.A__1.C__1.C,59.90170638374567,50-60,2.503542947822901,0.589864590596294,0.8966797795303357,0.9983246165028012,1.0,0.6153846153846154,0.761904761904762,0.3637579381465912
discovery_100,8iqt__1__1.A__1.B__1.B,96.58080543933056,80-100,0.7258114191626822,0.12486381043082231,0.9855161671134256,0.9998314084555373,1.0,0.5882352941176471,0.7407407407407407,0.20728254318237305
discovery_100,8iui__1__1.A__1.C__1.C,61.13260002999535,60-70,1.9656066932762544,0.5261740406149755,0.9258911836757773,0.9984322480620155,1.0,0.47619047619047616,0.6451612903225806,0.4707496464252472
discovery_100,8ivr__1__1.A__1.B__1.B,52.31844436696789,50-60,4.667030892917098,2.527891779840596,0.41892841115204227,0.9809281118522825,0.9,0.42857142857142855,0.5806451612903225,0.5565946102142334
discovery_100,8j5x__1__1.A__1.B__1.B,41.2725173086535,40-50,2.255425570456438,0.4688884286264093,0.9235778641400613,0.9985786590305684,1.0,0.6764705882352942,0.8070175438596492,0.3572324812412262
discovery_100,8jby__1__1.A__1.C__1.C,77.55203920028555,70-80,1.7640673758718937,0.48351128479491073,0.9409067063533668,0.9987787610619469,1.0,0.65,0.787878787878788,0.45992323756217957
discovery_100,8jmp__1__1.A__1.D__1.D,19.345753401967222,0-20,4.184642096024556,2.888457972162273,0.14820709425840595,0.9719093794842806,1.0,0.10526315789473684,0.1904761904761905,0.7426471710205078
discovery_100,8jot__1__1.A__1.B__1.B,50.28909994450141,50-60,2.6995530799106278,0.8046156636100364,0.9391148546885297,0.9990925997870442,1.0,0.8,0.888888888888889,0.3818734586238861
discovery_100,8k5y__1__1.A__1.H__1.H,26.050368301193565,20-30,4.126483940694789,4.902423430357696,0.09160964982508268,0.9318319324194219,0.0,0.0,0.0,0.8229771256446838
discovery_100,8ovr__1__1.A__1.B__1.B,31.496370518421784,30-40,6.005506570135238,5.3236728801893936,0.04724787105783226,0.7843188217457223,0.5,0.05555555555555555,0.09999999999999999,0.7084444165229797
discovery_100,8p0p__1__1.A__1.C__1.C,29.7626365502026,20-30,3.0453747986720296,1.6936742239154898,0.8194058887681847,0.9982767400647751,1.0,0.2571428571428571,0.40909090909090906,0.6692605018615723
discovery_100,8pfl__1__1.A__1.C__1.C,4.331234352354144,0-20,7.372226179924993,9.98868823231253,0.013142408872261084,0.584826946500816,0.0,0.0,0.0,0.7595354318618774
discovery_100,8qc4__1__1.A__1.C__1.C,66.84248191254423,60-70,1.7753210079220998,0.38338102122717616,0.9547118008881013,0.9994500740566937,1.0,0.5925925925925926,0.7441860465116279,0.38467201590538025
discovery_100,8qth__1__1.A__1.B__1.B,2.73804654291084,0-20,3.8920295884488585,3.325094744121576,0.3439518462276172,0.9741528611444578,1.0,0.034482758620689655,0.06666666666666667,0.8700209259986877
discovery_100,8sge__1__1.A__1.H__1.H,29.46423533234201,20-30,4.903712874299987,3.0672982889675127,0.25069467650549965,0.9448468434815092,0.8,0.2962962962962963,0.43243243243243246,0.6281191110610962
discovery_100,8tqv__1__1.A__1.C__1.C,12.365405571000856,0-20,5.6020415532562176,5.833127400809603,0.06843193499500931,0.8389320205104878,1.0,0.02857142857142857,0.05555555555555556,0.8390243649482727
discovery_100,8uk6__1__1.A__1.C__1.C,14.280265386249429,0-20,7.687138348789993,9.329220521325373,0.0049286740800636416,0.25028085045679066,0.0,0.0,0.0,0.7726706862449646
discovery_100,8usm__1__1.A__1.C__1.C,79.94607563075242,70-80,1.5893961677810744,0.3318550877159316,0.9676526476935534,0.9994099782166065,1.0,0.5454545454545454,0.7058823529411764,0.29375168681144714
discovery_100,8wrj__1__1.A__1.B__1.B,30.44984453410815,30-40,4.018532221278355,2.9348720954409333,0.06663153971833019,0.9551427933958054,1.0,0.07692307692307693,0.14285714285714288,0.7460479736328125
discovery_100,8wsm__1__1.A__1.D__1.D,8.554153418060151,0-20,7.230515130185386,8.645447732033762,0.020336554874988217,0.8292521519387192,0.0,0.0,0.0,0.6784331202507019
discovery_100,8y33__1__1.A__1.B__1.B,58.31914151509564,50-60,3.0836679047900235,1.4566813375437768,0.7440442716445055,0.9852141668742944,0.8888888888888888,0.2222222222222222,0.3555555555555555,0.5914056301116943
confirmation_50,5sh0__1__1.A__1.G__1.G,28.84849051727448,20-30,3.008423363701853,1.1843325263920217,0.7032558149511938,0.9962830208225422,1.0,0.18518518518518517,0.3125,0.6028515100479126
confirmation_50,5shr__1__1.A__1.G__1.G,26.402272876322268,20-30,3.4799698203249587,1.7385984476557776,0.3655459217313069,0.9896238268925992,0.6,0.3,0.4,0.48159879446029663
confirmation_50,6zg9__1__1.A__1.B__1.B,40.05323943373922,40-50,3.852299857388627,2.1893500950488014,0.34073701959017616,0.98692633361558,1.0,0.18181818181818182,0.3076923076923077,0.7076073288917542
confirmation_50,7b3g__1__1.A__1.I__1.I,47.05276752384312,40-50,2.1533064214578137,0.8082258668600872,0.9272960506879565,0.9990351185505735,1.0,0.28,0.43750000000000006,0.6632227897644043
confirmation_50,7fee__1__1.A__1.D__1.D,84.964725835957,80-100,2.246620484621616,0.5800579738899994,0.8250301594757706,0.9989683136512181,0.9375,0.5357142857142857,0.6818181818181818,0.5030707716941833
confirmation_50,7fum__1__1.A__1.C__1.C,20.02494445529296,20-30,5.196465797134768,3.384801734439126,0.2219304189577541,0.8986065291319723,0.5,0.06666666666666667,0.11764705882352941,0.6905055642127991
confirmation_50,7fys__1__1.A__1.B__1.B,55.42484498223988,50-60,3.2034681951906734,1.5369947790943552,0.4330237285096799,0.9762287893880957,0.75,0.125,0.21428571428571427,0.6570835709571838
confirmation_50,7nag__1__1.A__1.C__1.C,7.347200565538667,0-20,2.9090816375406496,1.8160910708460145,0.7821823792448651,0.9940754147812971,1.0,0.05555555555555555,0.10526315789473684,0.6209480166435242
confirmation_50,7p1o__1__1.A__1.D__1.D,46.50132980028835,40-50,2.219374498518603,0.8759393504090888,0.9346551711102796,0.9998127994145727,1.0,0.16666666666666666,0.2857142857142857,0.5417442321777344
confirmation_50,7pox__1__1.A__1.C__1.C,83.29088762957285,80-100,9.301451240851888,3.067494579750386,0.15462542431318393,0.8860639527417491,1.0,0.72,0.8372093023255813,0.2816685140132904
confirmation_50,7qdt__1__1.A__1.B__1.B,87.770199507133,80-100,1.8034314775345297,0.45944715133434255,0.9718039729912239,0.9993817909329337,1.0,0.5,0.6666666666666666,0.30350568890571594
confirmation_50,7qei__1__1.A__1.B__1.B,60.675526386299765,60-70,1.627761233077895,0.4697590452861131,0.9686310124151426,0.9996758578445977,1.0,0.6923076923076923,0.8181818181818181,0.3652518391609192
confirmation_50,7rbw__1__1.A__1.C__1.C,12.819489143066903,0-20,2.9323317239544875,2.02547996675583,0.5226567780168345,0.9933707088018678,1.0,0.10810810810810811,0.1951219512195122,0.7109280824661255
confirmation_50,7rh1__1__1.A__1.D__1.D,55.59860617180379,50-60,5.051166438501722,1.750324919068198,0.5479183815927307,0.9894731586942723,0.7,0.3888888888888889,0.5,0.28433337807655334
confirmation_50,7shh__1__1.A__1.E__1.E,72.64294619852367,70-80,1.0962211181809416,0.23474435340614117,0.9755538781064016,0.9992621870882741,1.0,0.6153846153846154,0.761904761904762,0.28109779953956604
confirmation_50,7u8w__1__1.A__1.C__1.C,51.2094427247205,50-60,3.091243277344918,0.907199651547003,0.7786511897793286,0.996169644769452,1.0,0.6129032258064516,0.76,0.4232623875141144
confirmation_50,7udq__1__1.A__1.C__1.C,25.06813611010762,20-30,2.6917097882704897,1.1927431444005818,0.8018699248601621,0.9954151113399408,0.9090909090909091,0.43478260869565216,0.5882352941176471,0.6323556900024414
confirmation_50,7ush__1__1.A__1.B__1.B,92.3509927447778,80-100,0.9484056144302361,0.17899652673850588,0.983410499542952,0.9996225524887945,1.0,0.5625,0.72,0.2508853077888489
confirmation_50,7vkg__1__1.A__1.B__1.B,70.51176124267036,70-80,2.139801563496956,0.618193709959982,0.9468303640285871,0.9984563116403338,1.0,0.6428571428571429,0.782608695652174,0.4353097379207611
confirmation_50,7w1i__1__1.A__1.B__1.B,34.070914141285655,30-40,3.3481166302583336,1.9718466869597986,0.7296054595108222,0.9935527898999694,1.0,0.07407407407407407,0.13793103448275862,0.8061420321464539
confirmation_50,7wdt__1__1.A__1.C__1.C,27.414378149104504,20-30,6.686266461729881,12.990401480993333,0.06348560992269699,0.972525304622526,0.0,0.0,0.0,0.6048270463943481
confirmation_50,7wgn__1__1.A__1.B__1.B,60.36626264766849,60-70,1.9160586250505078,0.625637367200926,0.8985918952329726,0.9986474542785956,1.0,0.4,0.5714285714285715,0.4640371799468994
confirmation_50,7xm7__1__1.A__1.E__1.E,38.04066129285344,30-40,8.06327701732215,3.251841081059107,0.06012453184859006,0.9446123456790123,0.2,0.3333333333333333,0.25,0.37115171551704407
confirmation_50,7yzs__1__1.A__1.B__1.B,48.3295958171728,40-50,2.1521519327659653,0.5691262804189703,0.9698273695253357,0.9995543660981533,1.0,0.41379310344827586,0.5853658536585366,0.46722012758255005
confirmation_50,7zjq__1__1.A__1.E__1.E,40.962128081149146,40-50,2.2371373968226838,0.6859982625679582,0.9054383050236596,0.9979723263933791,1.0,0.2608695652173913,0.41379310344827586,0.6642091870307922
confirmation_50,8am2__1__1.A__1.D__1.D,34.723492302862354,30-40,2.4266874865355224,1.2881380011934669,0.7943918174208097,0.9980322003577817,1.0,0.21212121212121213,0.35,0.6022865176200867
confirmation_50,8axp__1__1.A__1.C__1.C,38.45639183891768,30-40,3.4061796997651754,2.788999006371931,0.5003917316307708,0.9856148173555136,0.0,0.0,0.0,0.856116533279419
confirmation_50,8c70__1__1.A__1.B__1.B,50.91881461604451,50-60,3.2515089894821823,1.2801687033986842,0.7215561015465072,0.9960949464012251,0.8888888888888888,0.4444444444444444,0.5925925925925926,0.5900008678436279
confirmation_50,8chk__1__1.A__1.D__1.D,60.29971744179956,60-70,1.7161266325504319,0.449715782198887,0.9066670479508442,0.9985352456515105,1.0,0.47058823529411764,0.6399999999999999,0.31762251257896423
confirmation_50,8cje__1__1.A__1.F__1.F,0.0,0-20,5.886197234502993,7.294858471703519,0.005992004739994867,0.6079878558174036,0.0,0.0,0.0,0.8709517121315002
confirmation_50,8d6t__1__1.A__1.C__1.C,73.05009144340748,70-80,3.2499970702296994,1.7268668223905563,0.5239750825254927,0.9552227924880439,1.0,0.2222222222222222,0.3636363636363636,0.7006340026855469
confirmation_50,8f1g__1__1.A__1.C__1.C,45.27936556351492,40-50,3.6550822309611006,3.737258847258842,0.37092513637189367,0.9874518255503443,0.0,0.0,0.0,0.8373463153839111
confirmation_50,8fm8__1__1.A__1.K__1.K,60.36103827214468,60-70,1.8871894737896189,0.5223515368181598,0.9503090410563636,0.9994975466143278,1.0,0.5666666666666667,0.7234042553191489,0.3722693920135498
confirmation_50,8g68__1__1.A__1.C__1.C,26.845736483614253,20-30,9.180843850121287,9.31905097035061,0.016246399436897766,0.6100785237534354,0.0,0.0,0.0,0.6760173439979553
confirmation_50,8g9d__1__1.A__1.B__1.B,65.94943421035202,60-70,3.8871563871152297,2.1528548484208856,0.3172892599470636,0.985219450759226,1.0,0.30434782608695654,0.4666666666666667,0.5234010815620422
confirmation_50,8gvj__1__1.A__1.B__1.B,55.44717765236356,50-60,3.274088498742787,0.7773790269841547,0.8426017482338477,0.9967639584436225,1.0,0.6551724137931034,0.7916666666666666,0.3118857145309448
confirmation_50,8gzc__1__1.A__1.F__1.F,51.14975931071679,50-60,1.5327568933716584,0.5452986486612661,0.9387706458466119,0.9995087555139687,1.0,0.6666666666666666,0.8,0.2916742265224457
